"Stock ID","Stok No"
"Stock Item","Stok Kaydı"
"Stock Status","Stok Durumu"
"Store Currency to Order Currency Rate","Sipariş Para Birimi Oranı için Mağaza Para Birimi"
"Store Name","Mağaza Adı"
"Street","Sokak"
"Subtotal","Ara Toplam"
"Subtotal Including Tax","Vergi dahil ara toplam"
"System","Sistem"
"Tax Amount","Vergi Tutarı"
"Tax Name","Vergi Adı"
"Tax Percent","Vergi Yüzdesi"
"Tax Rate","Vergi Oran"
"The ""enable_qty_increments"" field must be set to 0 or 1.","""enable_qty_increments"" alan değeri 0 veya 1 e ayarlanmalıdır."
"The ""is_decimal_divided"" field must be set to 0 or 1.","""is_decimal_divided"" alan değeri 0 veya 1 e ayarlanmalıdır."
"The ""is_in_stock"" field must be set to 0 or 1.","""is_in_stock"" alanı 0 veya 1 olarak ayarlanmalıdır."
"The ""is_qty_decimal"" field must be set to 0 or 1.","""is_qty_decimal"" alan değeri 0 veya 1 e ayarlanmalıdır."
"The ""is_qty_decimal"" field must be set to 0, 1, or 2.","""is_qty_decimal"" alan değeri 0,1 veya 2 e ayarlanmalıdır."
"The ""manage_stock"" field must be set to 0 or 1.","""manage_stock"" alanı 0 veya 1 olarak ayarlanmalıdır."
"The ""stock_status_changed_auto"" field must be set to 0 or 1.","""stock_status_changed_auto"" alan değeri 0 veya 1 e ayarlanmalıdır."
"The ""use_config_backorders"" field must be set to 0 or 1.","""use_config_backorder"" alanı 0 veya 1 olarak ayarlanmalıdır."
"The ""use_config_enable_qty_inc"" field must be set to 0 or 1.","""use_config_enable_qty_inc"" alanı 0 veya 1 olarak ayarlanmalıdır."
"The ""use_config_manage_stock"" field must be set to 0 or 1.","""use_config_manage_stock"" alanı 0 veya 1 olarak ayarlanmalıdır."
"The ""use_config_max_sale_qty"" field must be set to 0 or 1.","""use_config_min_sale_qty"" alan değeri 0 veya 1 e ayarlanmalıdır."
"The ""use_config_min_qty"" field must be set to 0 or 1.","""use_config_min_qty"" alanı 0 veya 1 olarak ayarlanmalıdır."
"The ""use_config_min_sale_qty"" field must be set to 0 or 1.","""use_config_min_sale_qty"" alanı 0 veya 1 olarak ayarlanmalıdır."
"The ""use_config_notify_stock_qty"" field must be set to 0 or 1.","""use_config_notify_stock_qty""  alan değeri 0 veya 1 e ayarlanmalıdır."
"The ""use_config_qty_increments"" field must be set to 0 or 1.","""use_config_qty_increments"" alan değeri 0 veya 1 e ayarlanmalıdır."
"The attribute rules were saved.","Özellik kuralı kaydedildi."
"The role has been saved.","Yetki kaydedildi."
"The role is a special one and not for assigning it to admin users.","Bu rol özel bir roldur ve yöneticilere atanamaz."
"Total Due","Toplam Vadesi Gelenler"
"Total Paid","Toplam Ödenen"
"Total Refunded","Toplam İade Edilenler"
"Total Reviews Count","Toplam Yorum Sayısı"
"Type","Tip"
"URL","URL"
"Update","Güncelle"
"Use Config Settings for Allow Gift Message","Hediye Mesajı İzni için Yapılandırma Ayarlarını Kullan"
"Use Config Settings for Allow Gift Wrapping","Hediye Paketi İzni için Yapılandırma Ayarlarını Kullan"
"Use Config Settings for Backorders","Ön Sipariş için Yapılandırma Ayarlarını Kullan"
"Use Config Settings for Enable Qty Increments","Miktar Arttırımını Aktif etmek için Konfigürasyon Ayarlarını Kullan"
"Use Config Settings for Manage Stock","Stok Yönetimi için Yapılandırma Ayarlarını Kullan"
"Use Config Settings for Maximum Qty Allowed in Shopping Cart","Sepette izin verilen en yüksek miktar için Yapılandırma Ayarlarını Kullan"
"Use Config Settings for Minimum Qty Allowed in Shopping Cart","Sepette izin verilen en düşük miktar için Yapılandırma Ayarlarını Kullan"
"Use Config Settings for Notify for Quantity Below","Miktar Aşağısı için Bildirimlerde Yapılandırma Ayarları Kullan"
"Use Config Settings for Qty Increments","Miktar Arttırımı için Konfigürasyon Ayarlarını Kullan"
"Use Config Settings for Qty for Item's Status to Become Out of Stock","Stokta yok durumu için ürün miktarı için Yapılandırma Ayarlarını Kullan"
"User Type","Kullanıcı Tipi"
"User type ""%s"" no longer exists","""%s"" kullanıcı tipi artık yok."
"User type ""%s"" not found.","""%s"" kullanıcı tipi bulunamadı."
"Web Services","Web Servisleri"
"Web services","Web Servisleri"
"Write","Yaz"
"ZIP/Postal Code","Zip/Posta Kodu"
