"Confirm Password","Yeni Şifre (Tekrar)"
"Content","İçerik"
"Content Height","İçerik Yüksekliği"
"Content Height (css)","İçerik Yüksekliği (css)"
"Continue","Devam et"
"Continue Shopping","Alışverişe Devam"
"Continue to Billing Information","Fatura Bilgilerine Devam Et"
"Continue to Review Your Order","Siparişini Kontrol Etmek için Devam Et"
"Continue to Shipping Information","Teslimat Bilgisine Devam Et"
"Country","Ülke"
"Coupon code ""%s"" is not valid."," ""%s"" numaralı kupon kodu hatalı."
"Coupon code ""%s"" was applied.","Kupon kodu ""%s"" uygulandı."
"Coupon code was canceled.","İndirim kupon kodu iptal edildi."
"Create Billing Address","Fatura Adresi Ekle"
"Create Shipping Address","Teslimat Adresi Ekle"
"Create an order from shopping cart","Sepetten sipariş oluştur"
"Create shopping cart","Yeni sepet oluştur"
"Customer Address is not valid.","Müşteri adresi geçerli değil."
"Customer Information","Müşteri Bilgisi"
"Customer's information","Müşteri Bilgisi"
"Data saving problem","Veri kaydetme problemi"
"Default Billing","Varsayılan Fatura Adres"
"Default Shipping","Varsayılan Teslimat Adresi"
"Delete Condition","Koşulu Sil"
"Details","Detaylar"
"Disabled","Kapalı"
"Discount Codes","İndirim Kodları"
"Display Cart Summary","Sepet Özetini Göster"
"Display Shopping Cart Sidebar","Yan Kolonda Alışveriş Sepeti Kutusunu Göster"
"Display item quantities","Ürün miktarlarını göster"
"Display number of items in cart","Sepetteki ürün sayısını göster"
"Display number of items in wishlist","Takip listesindeki ürün sayısını göster"
"Easy access to your order history and status","Sipariş geçmişinize ve durumuna kolay erişim"
"Edit","Düzenle"
"Edit Address","Adresi Düzenle"
"Edit Billing Address","Fatura Adresini Düzelt"
"Edit Condition","Koşulu Düzenle"
"Edit Items","Ürünleri Düzelt"
"Edit Shipping Address","Teslimat Adresini Düzelt"
"Edit Terms and Conditions","Satış Şartları ve Koşullarını Düzenle"
"Edit Your Cart","Sepeti Düzenle"
"Edit item","Ürünü Düzenle"
"Edit item parameters","Ürün parametrelerini düzenle"
"Email Address","E-posta Adresiniz"
"Enable Onepage Checkout","Tek Sayfada Alışveriş Bitirmeyi Kullan"
"Enable Terms and Conditions","Satış Şartları ve Koşulları Aktif et"
"Enabled","Aktif edildi"
"Enter a New Address","Yeni Bir Adres Giriniz"
"Enter your coupon code if you have one.","Varsa kupon kodunuzu giriniz."
"Enter your destination to get a shipping estimate.","Kargo ücretinin hesaplanması için siparişinizin teslim edileceği yeri seçiniz."
"Estimate Shipping and Tax","Hesaplanan Kargo Ücreti ve Vergi"
"Excl. Tax","Vergi Hariç"
"Fast and easy check out","Hızlı ve Kolay Alışveriş"
"Fax","Faks"
"Forgot an Item?","Ürün mü unuttunuz?"
"Forgot your password?","Şifrenizi mi Unuttunuz?"
"Get a Quote","Teklif Al"
"Get list of available payment methods","Kullanılabilir tahsilat yöntemlerinin listesini göster"
"Get list of available shipping methods","Kullanılabilir teslimat yöntemlerinin listesini göster"
"Get list of products in shopping cart","Sepetteki ürünlerin listesini getir"
"Get terms and conditions","Satış Şartları ve Koşullarını göster"
"Get total prices for shopping cart","Alışveriş Sepetindeki toplam fiyatları getir"
"Gift Message","Hediye Mesajı"
"Grand Total:","Genel Toplam:"
"Grouped Product Image","Grup Ürün Resmi"
"HTML","HTML"
"ID","No"
"Incl. Tax","Vergi Dahil"
"Invalid checkout type.","Hatalı alışveriş tipi."
"Invalid data.","Hatalı veri."
"Invalid email address ""%s""","Hatalı e-posta adresleri ""%s"""
"Invalid method: %s","Hatalı yöntem: %s"
"Invalid shipping method.","Hatalı teslimat yöntemi."
"Item not found or already ordered","Ürün bulunamadı veya zaten sipariş edildi"
"Items","Ürünler"
"Items After","Sonrası Ürünler"
"Items Before","Ürünlerden önce"
"Load customer quote error","Müşteri sepeti yükleme hatası"
"Loading next step...","Bir sonraki adım yükleniyor..."
"Login","Login"
"Login/Registration Before","Önce Giriş veya Üye Kayıt"
"Manage Terms and Conditions","Satış Şartları ve Koşullarını Yönet"
"Maximum Display Recently Added Item(s)","En son Eklenen Ürünlerin En Fazla Gösterimi"
"Maximum qty allowed for Shipping to multiple addresses is %s","Birden fazla adrese gönderim için gereken en fazla adet: %s"
"Minimum order amount is %s","Sipariş tutarı en az %s olmalıdır"
"Move","Taşı"
"Move to Wishlist","Takip Listesine Taşı"
"Multishipping Checkout","Birden Çok Adrese Teslimle Alışveriş"
"Multishipping Checkout Address (Any) Form","Birden Çok Adrese Teslimle Alışveriş Adres Formu"
"Multishipping Checkout Billing Address Creation","Birden Çok Adrese Teslimle Alışveriş Fatura Adresi Oluşturma"
"Multishipping Checkout Billing Address Edit Form","Birden Çok Adrese Teslimle Alışveriş Fatura Adresi Düzenleme Formu"
"Multishipping Checkout Billing Address Selection","Birden Çok Adrese Teslimle Alışveriş Fatura Adresi Seçimi"
"Multishipping Checkout Billing Information Step","Birden Çok Adrese Teslimle Alışveriş Fatura Bilgi Adımı"
"Multishipping Checkout Customer Address Edit Form","Birden Çok Adrese Teslimle Alışveriş Müşteri Adres Düzenleme Formu"
"Multishipping Checkout Overview","Birden Çok Adrese Teslimle Alışveriş Önizleme"
"Multishipping Checkout Shipping Address Creation","Birden Çok Adrese Teslimle Alışveriş Teslimat Adresi Oluşturma"
"Multishipping Checkout Shipping Address Edit Form","Birden Çok Adrese Teslimle Alışveriş Teslimat Adresi Düzenleme Formu"
"Multishipping Checkout Shipping Address Selection","Birden Çok Adrese Teslimle Alışveriş Teslimat Adresi Seçimi"
"Multishipping Checkout Shipping Information Step","Birden Çok Adrese Teslimle Alışveriş Teslimat Bilgi Adımı"
"Multishipping Checkout Success","Birden Çok Adrese Teslimle Alışveriş Başarılı"
"My Cart","Sepetim"
"My Cart (%s item)","Sepetim (%s ürün)"
"My Cart (%s items)","Sepetim(%s ürün)"
"My Cart Link","Sepetim Linki"
"New Address","Yeni Adres"
"New Condition","Yeni Koşul"
"New Terms and Conditions","Yeni Satış Şart ve Koşulları"
"No Payment Methods","Herhangi bir Ödeme Yöntemi bulunamadı"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","SİPARİŞ TOPLAMI SİPARİŞ GÖNDERİLMEDEN HEMEN ÖNCE GÖSTERİLECEKTİR"
"One Page Checkout","Tek Sayfada Alışveriş Bitirme"
"One Page Checkout Failure","Tek Sayfada Alışveriş Bitirme Hatası"
"One Page Checkout Overview","Tek Sayfada Alışveriş Bitirme Önizlemesi"
"One Page Checkout Success","Tek Sayfada Alışveriş Bitirme Başarılı"
"One item of products do not have identifier or sku","Ürünlerden bir tanesinin tanımlayıcı bilgisi veya SKU verisi yok"
"One item of products is not belong any of quote item","Ürünlerden biri sepette bulunamadı."
"Order #","Sipariş #"
"Order Review","Sipariş İnceleme"
"Order Success","Sipariş Başarılı"
"Order place error.","Sipariş kaydetme hatası."
"Other Items in Your Order","Siparişinizdeki Diğer Ürünler"
"Overview Items After","Sonrasında Ürün Önizlemesi"
"Password","Şifre"
"Payment Failed Email Reciever","Başarısız Ödeme E-posta Alıcısı"
"Payment Failed Email Sender","Başarısız Ödeme E-posta Göndericisi"
"Payment Failed Emails","Başarısız Ödeme E-posta Adresleri"
"Payment Failed Template","Başarısız Ödeme Şablonu"
"Payment Information","Ödeme Bilgisi"
"Payment Method","Tahsilat Yöntemi"
"Payment Methods After Checkout Button","Alışveriş butonu sonrası Ödeme Yöntemleri"
"Payment Methods Before Checkout Button","Alışveriş butonu öncesi Ödeme Yöntemleri"
"Payment method information","Tahsilat yöntemi bilgisi"
"Payment method is not defined","Tahsilat yöntemi tanımlanmadı."
"Payment methods in shopping cart","Sepetteki tahsilat yöntemleri"
"Payment profile # %s: ""%s"".","Ödeme profili # %s: ""%s""."
"Place Order","Sipariş Ver"
"Please agree to all Terms and Conditions before placing the order.","Lütfen siparişi tamamlamadan Satış Şartları ve Koşullarını onaylayınız."
"Please agree to all Terms and Conditions before placing the orders.","Lütfen siparişi tamamlamadan Satış Şartları ve Koşullarını onaylayınız."
"Please agree to all the terms and conditions before placing the order.","Siparişi tamamlamak için Satış Şartları ve Koşullarını kabul etmeniz gerekmektedir."
"Please check billing address information.","Lütfen fatura adresini kontrol ediniz."
"Please check shipping address information.","Lütfen teslimat adresini kontrol ediniz."
"Please check shipping addresses information.","Lütfen teslimat adreslerini kontrol ediniz."
"Please choose to register or to checkout as a guest","Üye olabilir veya misafir olarak alışverişi tamamlayabilirsiniz"
"Please log in below:","Lütfen aşağıdan giriş yapınız:"
"Please select region, state or province","Lütfen bölge, eyalet veya şehir seçiniz"
"Please select shipping address for applicable items","Lütfen gereken ürünler için teslimat adresi giriniz"
"Please select shipping methods for all addresses","Lütfen bütün adresler için bir teslimat yöntemi seçiniz"
"Please select valid payment method.","Lütfen geçerli bir ödeme yöntemi seçiniz."
"Please specify payment method.","Lütfen ödeme yöntemini belirleyiniz."
"Please specify shipping method.","Lütfen teslimat yöntemini belirleyiniz."
"Please specify shipping methods for all addresses.","Lütfen tüm adresler için teslimat yöntemini belirleyiniz."
"Price","Fiyat"
"Proceed to Checkout","Alışverişe Devam et"
"Product","Ürün"
"Product Name","Ürün Adı"
"Products","Ürünler"
"Qty","Miktar"
"Qty:","Miktar:"
"Quantity was recalculated from %d to %d","%d olan adet %d olarak güncellendi"
"Quote Lifetime (days)","Teklif Geçerlilik Süresi (gün)"
"Quote item does not exist.","Sepet satırı bulunamadı."
"Quote item is not found.","Sepette ürün bulunamadı."
"Recently added item(s)","Daha önce eklenen ürünler"
"Register","Kayıt Ol"
"Register and save time!","Üye ol, zaman kazanın!"
"Register to Create an Account","Yeni bir hesap oluşturun"
"Register with us for future convenience:","Kalitemizi kullanmak için üye olun:"
"Remove Item","Ürünü Sil"
"Remove This Item","Bu ürünü sil"
"Remove coupon code from shopping cart","İndirim Kupon Kodunu sepetten sil"
"Remove item","Ürünü Sil"
"Remove product from shopping cart","Ürünü sepetten sil"
"Remove product(s) from shopping cart","Ürünleri sepetten sil"
"Require Customer To Be Logged In To Checkout","Alışverişi tamamlamak için müşteri giriş yapmalıdır"
"Retrieve information about shopping cart","Alışveriş Sepeti hakkında bilgiyi getir"
"Review Order","Siparişi Yorumla"
"Review Order - %s","Siparişe Gözat - %s"
"Sales","Satışlar"
"Save Condition","Koşulu Kaydet"
"Save in address book","Adres defterine kaydet"
"See price before order confirmation.","Siparişi onaylamadan önce fiyata bakın."
"Select Address","Adres Seçiniz"
"Select Addresses","Adresleri Seçiniz"
"Select Shipping Method","Teslimat yöntemi Seçiniz"
"Select State/Province...","Eyalet/Şehir Seçiniz..."
"Select a billing address from your address book or enter a new address.","Adref defterinizden bir fatura adresi seçiniz veya yeni bir adres giriniz."
"Select a shipping address from your address book or enter a new address.","Teslimat adresi olarak kullanılmak üzere adres defterinizden bir adres seçin veya yeni bir adres ekleyin."
"Send Payment Failed Email Copy Method","Gönderilen Başarısız Ödeme E-posta Kopya Yöntemi"
"Send Payment Failed Email Copy To","Gönderilen Başarısız Ödeme E-posta Kopyası"
"Send To","Gönderilen"
"Separate by "","".",""","" ile ayır"
"Set customer for shopping cart","Sepet için müşteri ayarla"
"Set customer's addresses in shopping cart","Alışveriş sepetinde müşterinin adresini ayarla"
"Set payment method","Tahsilat yöntemini ayarla"
"Set shipping method","Teslimat yöntemini ayarla"
"Ship to Multiple Addresses","Birden fazla adrese gönder"
"Ship to different address","Farklı adrese teslim edilsin"
"Ship to this address","Bu adrese teslim edilsin"
"Shipping Address","Teslimat Adresi"
"Shipping Information","Teslimat Bilgisi"
"Shipping Method","Teslimat Yöntemi"
"Shipping Methods","Teslimat Yöntemleri"
"Shipping To","Teslim Edilecek"
"Shipping information","Teslimat Bilgisi"
"Shipping method has not been selected yet","Teslimat Yöntemi henüz seçilmedi"
"Shipping methods in shopping cart","Sepetteki teslimat yöntemleri"
"Shipping selection is not applicable.","Teslimat seçimi uygun değil."
"Shopping Cart","Alışveriş Sepeti"
"Shopping Cart Form Before","Alışveriş Sepeti"
"Shopping Cart Sidebar","Alışveriş Sepeti Kolon Kutusu"
"Shopping Cart Sidebar Extra Actions","Alışveriş Sepeti Kolon Kutusu Ekstra İşlemleri"
"Shopping Cart is Empty","Alışveriş Sepetiniz Boş"
"Shopping cart ability to set coupon code","Alışveriş sepetinin indirim kupon kodu elverişliliği"
"Show Content as","İçerik Göster"
"Some of the requested products are not available in the desired quantity.","Sipariş etmek istediğiniz ürünlerden bazıları istediğiniz adette stokta mevcut değil."
"Some of the requested products are unavailable.","İstediğiniz ürünlerden bazıları siparişe uygun değil."
"Some products quantities were recalculated because of quantity increment mismatch","Miktar artırım hatası nedeniyle bazı ürünlerin adetleri yeniden hesaplandı"
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Üzgünüz, misafir olarak alışveriş tamamlama seçeneği kullanılmamaktadır. Lütfen tekrar deneyiniz veya site yönetimine başvurunuz."
"Sorry, no quotes are available for this order at this time.","Üzgünüz, bu sipariş için sepet bulunamadı."
"State/Province","Eyalet/Şehir"
"Status","Durum"
"Store View","Mağaza Görünümü"
"Street Address","Adres"
"Street Address %s","Adres %s"
"Submitting order information...","Sipariş bilgisi gönderiliyor…"
"Subtotal","Ara Toplam"
"Subtotal must exceed minimum order amount","Ara toplam izin verilen en düşük sipariş toplamından fazla olmalıdır"
"Telephone","Telefon"
"Terms and Conditions","Satış Şartları ve Koşulları"
"Terms and Conditions Information","Satış Şartları ve Koşulları Bilgisi"
"Terms and conditions","Satış Şartları ve Koşulları"
"Text","Yazı"
"Thank you for your purchase!","Siparişiniz için teşekkür ederiz !"
"The condition has been deleted","Koşul silindi"
"The condition has been saved.","Koşul kaydedildi."
"The onepage checkout is disabled.","Tek sayfada alışveriş bitirme kapalı."
"The product could not be found.","Ürün bulunamadı."
"The product does not exist.","Ürüne kaydına ulaşılamıyor."
"There are <a href=""%s"">%s items</a> in your cart.","Sepetinizde <a href=""%s"">%s ürün</a> var."
"There is <a href=""%s"">1 item</a> in your cart.","Sepetinizde <a href=""%s"">1 ürün</a> var."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Bu e-posta adresi ile kayıtlı bir müşterimiz zaten mevcut. Lütfen bu e-posta adresi ile giriş yapınız veya farklı bir e-posta adresi ile üye olunuz."
"There was an error processing your order. Please contact us or try again later.","Sipariş işleminde bir hata meydana geldi. Lütfen bizimle irtibata geçiniz veya daha sonra tekrar deneyiniz."
"This condition no longer exists.","Bu durum artık yok."
"Total","Toplam"
"Total for this address","Bu adres için toplam"
"Unable to set Payment Method.","Ödeme Yöntemi ayarlanamadı."
"Unit Price","Birim Fiyat"
"Update Cart","Sepeti Güncelle"
"Update Qty &amp; Addresses","Adet &amp; Adresleri güncelle"
"Update Shopping Cart","Alışveriş Sepetini Güncelle"
"Update Total","Toplamı Güncelle"
"Update product quantities in shopping cart","Sepetteki ürün adetlerini güncelle"
"Update product(s) quantities in shopping cart","Sepetteki ürün adetlerini güncelle"
"Use Billing Address","Fatura Adresini Kullan"
"VAT Number","Vergi Numarası"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","Siparişinizi işleme alıyoruz ve en kısa sürede sipariş detayınızla ilgili e-posta alacaksınız. Aynı zamanda siparişiniz gönderildiğinde, siparişinizi takip edebilmek için başka e-posta daha alacaksınız."
"What's this?","Bu nedir?"
"You have no items in your shopping cart.","Sepetinizde hiç ürün yok."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Siparişiniz detayını görüntülemek ve takip etmek için bir sipariş onay e-postası alacaksınız."
"Your Checkout Progress","Sipariş İşleminiz"
"Your billing agreement # is: %s.","Ödeme sözleşmesiniz #: %s."
"Your order # is: %s.","Siparişiniz: %s. "
"Your order cannot be completed at this time as there is no payment methods available for it.","Herhangi bir ödeme yöntemi bulunamadığı için siparişiniz şu anda tamamlanaadı."
"Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address.","Kullanılabilir bir teslimat yöntemi olmadığı için siparişinizi tamamlanamıyor. Adres bilgilerinizde gerekli değişiklikleri yapınız veya eksik bilgileri tamamlayınız."
"Your order has been received.","Siparişiniz alınmıştır."
"Your order number is ","Sipariş Numaranız "
"Your recurring payment profiles:","Periyodik ödeme profilleriniz:"
"Zip/Postal Code","Zip/Posta Kodu"
